,Apprehension Date,Apprehension State,Apprehension County,Apprehension AOR,Final Program,Final Program Group,Apprehension Method,Apprehension Criminality,Case Status,Case Category,Departed Date,Departure Country,Final Order Yes No,Final Order Date,Birth Date,Birth Year,Citizenship Country,Gender,Apprehension Site Landmark,Alien File Number,EID Case ID,EID Subject ID,Unique Identifier,comparetime,method_cat,approx_age,year,month,day,standardized_date,extracted_state,time_diff,within_24h,county,flag,in_custody_arrest
145,2025-01-23 13:59:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1979,BRAZIL,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",083559635398de37cbff5e3cf5c59a95bfeaf117,this_year,"federal, state or local incarceration",46,2025,1,01,2025-01-01,,,False,mecklenburg county,,y
146,2024-01-10 11:35:00,,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-07-16,DOMINICAN REPUBLIC,YES,2024-06-10,"(b)(6), (b)(7)(C)",2001,DOMINICAN REPUBLIC,Male,nc department of corrections,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",084623b9a74ba21a3733ff5376af7878bf3b00d1,not in compare range,"non-custodial, located, traffic check or worksite enforcement",24,2024,1,01,2024-01-01,,,False,not listed,,n
147,2025-03-13 12:34:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-04-09,HONDURAS,YES,2022-06-13,"(b)(6), (b)(7)(C)",1986,HONDURAS,Male,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0847b516813d5be8941b4d5bdedd33c8a43de314,this_year,"federal, state or local incarceration",39,2025,3,01,2025-03-01,,,False,mecklenburg county,,y
148,2025-01-29 15:04:51,north carolina,,atlanta area of responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-26,MEXICO,YES,2025-03-26,"(b)(6), (b)(7)(C)",1980,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0867c5a7f466a6a374a3440e45f6031ca88ec7f3,this_year,"non-custodial, located, traffic check or worksite enforcement",45,2025,1,01,2025-01-01,,,False,mecklenburg county,,n
149,2025-05-17 13:07:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-26,MEXICO,YES,2025-03-26,"(b)(6), (b)(7)(C)",1980,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0867c5a7f466a6a374a3440e45f6031ca88ec7f3,this_year,"federal, state or local incarceration",45,2025,5,01,2025-05-01,,107 days 22:02:09,False,mecklenburg county,,y
150,2024-03-27 12:59:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-05-13,MEXICO,YES,2024-04-17,"(b)(6), (b)(7)(C)",1976,MEXICO,Male,dare county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",087bc8d45b69f13b577f4623284fd5dc1a0148f9,last_year,"non-custodial, located, traffic check or worksite enforcement",49,2024,3,01,2024-03-01,,,False,dare county,,n
151,2024-05-08 08:00:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-06-24,MEXICO,YES,2024-06-13,"(b)(6), (b)(7)(C)",1995,MEXICO,Male,wilson county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",087ecd9388b5c6be5c3bafa3f91aa316a694f453,last_year,"non-custodial, located, traffic check or worksite enforcement",30,2024,5,01,2024-05-01,,,False,wilson county,,n
152,2025-05-12 11:53:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",1999,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0886a6bd8ee3beceff31bd1df3a3d8f6d2f0e77b,this_year,"federal, state or local incarceration",26,2025,5,01,2025-05-01,,,False,mecklenburg county,,y
153,2024-05-14 14:05:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-06-24,MEXICO,YES,2016-08-01,"(b)(6), (b)(7)(C)",1995,MEXICO,Male,new hanover county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0896a41fef5848e0d6aadd27f6e197f0967d9bf2,last_year,"federal, state or local incarceration",30,2024,5,01,2024-05-01,,,False,new hanover county,,y
154,2025-07-09 14:46:07,north carolina,,atlanta area of responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[8F] Expedited Removal,,,NO,,"(b)(6), (b)(7)(C)",1992,VENEZUELA,Male,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",08ac0466c0d2b3d8ca60274a1d85a11d419cb0d0,not in compare range,other,33,2025,7,01,2025-07-01,,,False,mecklenburg county,,y
155,2025-07-02 09:10:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-07-12,MEXICO,YES,1987-10-14,"(b)(6), (b)(7)(C)",1967,MEXICO,Male,pender county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",08bba65004556421a635597a3a0aad9a4ffe798d,not in compare range,"federal, state or local incarceration",58,2025,7,01,2025-07-01,,,False,pender county,,y
156,2024-07-30 11:36:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-11-18,MEXICO,YES,2024-11-06,"(b)(6), (b)(7)(C)",1981,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",08bbd56b14cc1085cea2fe467ad82cb125b2a817,not in compare range,"non-custodial, located, traffic check or worksite enforcement",44,2024,7,01,2024-07-01,,,False,mecklenburg county,,n
157,2023-10-10 10:11:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2023-11-27,MEXICO,YES,2023-11-08,"(b)(6), (b)(7)(C)",1991,MEXICO,Male,"spartanburg, sc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",08c0179109e1912f076fd21ce4d7e2cef07eae6f,not in compare range,probation and parole,34,2023,10,01,2023-10-01,,,False,DELETE,,y
158,2024-07-21 09:41:00,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-08-23,COLOMBIA,YES,2024-07-31,"(b)(6), (b)(7)(C)",1980,COLOMBIA,Male,gaston county jail 287g,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",08d03b3228563849ba443e009762654837b06381,not in compare range,287g,45,2024,7,01,2024-07-01,,,False,gaston county,,y
159,2025-03-06 10:43:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-26,MEXICO,YES,2025-06-05,"(b)(6), (b)(7)(C)",1976,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",08d7bf03f10f1a1cda9a3b7f83cf8ffabb4c1ef5,this_year,"non-custodial, located, traffic check or worksite enforcement",49,2025,3,01,2025-03-01,,,False,mecklenburg county,,n
160,2025-05-27 16:44:00,north carolina,,atlanta area of responsibility,Non-Detained Docket Control,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8G] Expedited Removal - Credible Fear Referral,,,YES,2025-05-27,"(b)(6), (b)(7)(C)",1999,BRAZIL,Male,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",08dc7e5cc90513ac9589c87895063e46b2daab76,this_year,"federal, state or local incarceration",26,2025,5,01,2025-05-01,,,False,mecklenburg county,,y
161,2024-12-10 12:21:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,CAP Local Incarceration,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-12-11,EL SALVADOR,YES,2024-09-19,"(b)(6), (b)(7)(C)",2017,EL SALVADOR,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",08ff7eb673f6b01ac416578dd39f51d723337fce,not in compare range,"federal, state or local incarceration",8,2024,12,01,2024-12-01,,,False,mecklenburg county,,y
162,2025-02-10 10:32:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1981,MEXICO,Male,wake county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",09014f893adb7ff2f0ada0c4908b7418230ce773,this_year,probation and parole,44,2025,2,01,2025-02-01,,,False,wake county,,y
163,2025-05-15 10:31:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,ACTIVE,[16] Reinstated Final Order,,,YES,2005-08-12,"(b)(6), (b)(7)(C)",1982,HONDURAS,Male,sampson county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",09095c27bbc229d9f3f051b0e8082171df59f07e,this_year,probation and parole,43,2025,5,01,2025-05-01,,,False,sampson county,,y
164,2025-03-02 11:49:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-16,MEXICO,YES,2025-05-06,"(b)(6), (b)(7)(C)",1993,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0912afe7924aff4b1dac985c138b7663a856a917,this_year,"federal, state or local incarceration",32,2025,3,01,2025-03-01,,,False,mecklenburg county,,y
165,2024-07-02 11:18:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-07-30,GUATEMALA,YES,2012-08-15,"(b)(6), (b)(7)(C)",1994,GUATEMALA,Male,wake county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0925ac0c6b6c9b3f673bddad83a40f4639249512,not in compare range,probation and parole,31,2024,7,01,2024-07-01,,,False,wake county,,y
166,2025-04-11 09:40:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,,,,,,,"(b)(6), (b)(7)(C)",1995,EL SALVADOR,Female,iredell county jail,"(b)(6), (b)(7)(C)",,"(b)(6), (b)(7)(C), (b)(7)(E)",09284020528856f9a3d9884d80b7458cf8dfe890,this_year,"federal, state or local incarceration",30,2025,4,01,2025-04-01,,,False,iredell county,,y
167,2025-03-14 10:26:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-02,VENEZUELA,YES,2025-05-15,"(b)(6), (b)(7)(C)",2005,VENEZUELA,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0929076f7e3610be762b4bc40db521ba444bf982,this_year,"federal, state or local incarceration",20,2025,3,01,2025-03-01,,,False,wake county,,y
168,2025-01-26 12:00:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-05-04,HONDURAS,YES,2023-10-23,"(b)(6), (b)(7)(C)",1986,HONDURAS,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",092f4cb5f0f1c0dbd03d091eec8de6e3e1d2792e,this_year,"non-custodial, located, traffic check or worksite enforcement",39,2025,1,01,2025-01-01,,,False,mecklenburg county,,n
169,2025-03-24 10:38:58,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-05,MEXICO,YES,2025-04-29,"(b)(6), (b)(7)(C)",1993,MEXICO,Male,wake county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0942d515bd8598f7c63fa00c9b4b70bd145d25d8,this_year,"federal, state or local incarceration",32,2025,3,01,2025-03-01,,,False,wake county,,y
170,2023-09-12 09:00:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1984,EL SALVADOR,Male,"winston-salem, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0960d0cae82d3ea5c477426cbc57cfc929a41886,not in compare range,probation and parole,41,2023,9,01,2023-09-01,,,False,forsyth county,,y
171,2024-06-24 08:38:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2024-06-28,HONDURAS,YES,2024-06-06,"(b)(6), (b)(7)(C)",1996,HONDURAS,Female,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",096dd4e1f0923bb76cb40d8bcc355c22d2c96aa8,last_year,"non-custodial, located, traffic check or worksite enforcement",29,2024,6,01,2024-06-01,,,False,mecklenburg county,,n
172,2024-07-11 11:36:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1991,MEXICO,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",098ed4baadb2719b2976e026121343147a7c33f5,not in compare range,probation and parole,34,2024,7,01,2024-07-01,,,False,wake county,,y
173,2023-09-17 08:00:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2023-11-14,MEXICO,YES,2023-10-18,"(b)(6), (b)(7)(C)",1989,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0998fa1df8fcdda1eb7e453304920e9d3bfbb8cd,not in compare range,"federal, state or local incarceration",36,2023,9,01,2023-09-01,,,False,mecklenburg county,,y
174,2025-07-22 11:00:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,,,NO,,"(b)(6), (b)(7)(C)",1974,MEXICO,Male,"wil general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",09b8b722296bb167d91ac5912d929b53f44f09a1,not in compare range,"federal, state or local incarceration",51,2025,7,01,2025-07-01,,,False,new hanover county,best guess,y
175,2024-04-09 13:27:00,nc,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1987,NICARAGUA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",09b90e21142e2e27708331071e0c04f15d70a673,last_year,"non-custodial, located, traffic check or worksite enforcement",38,2024,4,01,2024-04-01,,,False,mecklenburg county,,n
176,2025-02-12 12:15:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[16] Reinstated Final Order,2025-06-03,JORDAN,YES,2002-04-01,"(b)(6), (b)(7)(C)",1973,JORDAN,Male,butner bop facility,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",09c188b8cffdf83dd5a29afdc7a75b8ee8976ff4,this_year,"federal, state or local incarceration",52,2025,2,01,2025-02-01,,,False,granville county,,y
177,2025-04-03 15:21:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2025-04-25,HONDURAS,YES,2025-04-14,"(b)(6), (b)(7)(C)",1974,HONDURAS,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0a0941021121768421c5a5284b562bfdb79a4b9e,this_year,"federal, state or local incarceration",51,2025,4,01,2025-04-01,,,False,wake county,,y
178,2023-09-25 15:52:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2024-06-26,"(b)(6), (b)(7)(C)",1983,VENEZUELA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0a1204830c4b5287d7c1f17f030eb30cf20b46c1,not in compare range,"federal, state or local incarceration",42,2023,9,01,2023-09-01,,,False,mecklenburg county,,y
179,2023-11-16 12:05:00,nc,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-02-12,MEXICO,YES,2024-01-31,"(b)(6), (b)(7)(C)",1990,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0a1ef959480eb67ee6bd81bb52566378caa1ae9e,not in compare range,"federal, state or local incarceration",35,2023,11,01,2023-11-01,,,False,mecklenburg county,,y
180,2024-12-10 10:09:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-02-10,MEXICO,YES,2025-01-15,"(b)(6), (b)(7)(C)",1988,MEXICO,Male,gaston co probation w franklin blvd gastonia,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0a224027523525d3a8b2a5cc6f6f6d4e7d31b636,not in compare range,probation and parole,37,2024,12,01,2024-12-01,,,False,gaston county,,y
181,2025-07-23 15:41:42,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,,,NO,,"(b)(6), (b)(7)(C)",2002,DOMINICAN REPUBLIC,Male,"onslow county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0a58d4d23efbad1d697166ca4f1a8a150cc0e7ac,not in compare range,"non-custodial, located, traffic check or worksite enforcement",23,2025,7,01,2025-07-01,,,False,onslow county,,n
182,2025-01-14 10:09:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2025-02-03,MEXICO,YES,2023-05-02,"(b)(6), (b)(7)(C)",2000,MEXICO,Male,butner bop facility,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0a68c2a4319524ec882bed550f4a937867c36d7c,not in compare range,"federal, state or local incarceration",25,2025,1,01,2025-01-01,,,False,granville county,,y
183,2025-02-17 15:08:00,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1981,GUATEMALA,Male,"hen general area, henderson 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0a7b6f8c759c0601e0743be71d6c355a2a36ef85,this_year,287g,44,2025,2,01,2025-02-01,,,False,henderson county,,y
